case_id,disease,requested_disease,severity,detector_mode,warp_sigma,feather,control_points,mask_pixels,weight_map_mean,weight_map_max,shading_map_mean,shading_map_max,pseudo_depth_mean,pseudo_depth_max,pseudo_highlight_mean,pseudo_highlight_max,pseudo3d_strength,mediapipe_z_range,mediapipe_chin_z_mean,delta_abs_mean,delta_abs_max,sd_enabled,output_image,summary_path
chin_deviation_left_s120,chin_deviation_left,chin_deviation_left,1.2,mediapipe_tasks_face_landmarker_3d,52.0,21,65,14639,0.033995624617034315,0.9019607843137255,0.006448065065870098,0.21176470588235294,0.007372568167892157,0.21568627450980393,0.0017843209060968137,0.050980392156862744,2.5,105.2108154296875,15.634851455688477,0.23540610074996948,6.59823751449585,False,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\chin_deviation_left_s120\final_output.png,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\chin_deviation_left_s120\summary.json
mandibular_protrusion_s120,mandibular_protrusion,mandibular_protrusion,1.2,mediapipe_tasks_face_landmarker_3d,52.0,21,65,14639,0.1037506103515625,0.9019607843137255,0.0023999980851715686,0.1803921568627451,0.0032396503523284314,0.20392156862745098,0.0009112189797794118,0.07058823529411765,2.5,105.2108154296875,15.634851455688477,0.5298316478729248,4.811135292053223,False,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\mandibular_protrusion_s120\final_output.png,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\mandibular_protrusion_s120\summary.json
maxillary_protrusion_s120,maxillary_protrusion,maxillary_protrusion,1.2,mediapipe_tasks_face_landmarker_3d,52.0,21,64,14404,0.01985940372242647,0.5372549019607843,0.002447509765625,0.13333333333333333,0.007165647020526961,0.2549019607843137,0.002495919021905637,0.08627450980392157,2.5,105.2108154296875,15.634851455688477,0.0367511510848999,0.7060611844062805,False,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\maxillary_protrusion_s120\final_output.png,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\maxillary_protrusion_s120\summary.json
occlusal_plane_cant_s120,occlusal_plane_cant,occlusal_plane_cant,1.2,mediapipe_tasks_face_landmarker_3d,52.0,21,79,16026,0.06353490492876838,0.7725490196078432,0.002463845645680147,0.18823529411764706,0.00416253781786152,0.28627450980392155,0.001519476198682598,0.09803921568627451,2.5,105.2108154296875,15.634851455688477,0.01904728077352047,0.27436989545822144,False,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\occlusal_plane_cant_s120\final_output.png,C:\Users\LIU\Downloads\卒業研究1\outputs\mediapipe3d_cases\occlusal_plane_cant_s120\summary.json
